HouseholdID,Timestamp,Volume_m3,AmbientCO_ppm_Est,HourOfDay,MinuteOfHour,IsCooking,TimeSinceCookStart_min,StoveType_ICS,StoveType_TCS,CO_ppm_Lag1,CO_ppm_Lag2,CO_ppm_Lag5,CO_ppm_Lag10,CO_ppm
6,2018-12-15 17:59:00,8.0,0.8,17,59,1,26.0,0,1,69.9,58.7,77.5,43.3,74.7
6,2018-12-15 18:00:00,8.0,0.8,18,0,1,27.0,0,1,74.7,69.9,71.8,65.5,71.3
6,2018-12-15 18:01:00,8.0,0.8,18,1,1,28.0,0,1,71.3,74.7,51.9,65.6,108.4
6,2018-12-15 18:02:00,8.0,0.8,18,2,1,29.0,0,1,108.4,71.3,58.7,65.4,151.6
6,2018-12-15 18:03:00,8.0,0.8,18,3,1,30.0,0,1,151.6,108.4,69.9,68.3,119.0
6,2018-12-15 18:04:00,8.0,0.8,18,4,1,31.0,0,1,119.0,151.6,74.7,77.5,151.0
6,2018-12-15 18:05:00,8.0,0.8,18,5,1,32.0,0,1,151.0,119.0,71.3,71.8,182.3
6,2018-12-15 18:06:00,8.0,0.8,18,6,1,33.0,0,1,182.3,151.0,108.4,51.9,146.7
6,2018-12-15 18:07:00,8.0,0.8,18,7,1,34.0,0,1,146.7,182.3,151.6,58.7,157.3
6,2018-12-15 18:08:00,8.0,0.8,18,8,1,35.0,0,1,157.3,146.7,119.0,69.9,167.7
6,2018-12-15 18:09:00,8.0,0.8,18,9,1,36.0,0,1,167.7,157.3,151.0,74.7,139.6
6,2018-12-15 18:10:00,8.0,0.8,18,10,1,37.0,0,1,139.6,167.7,182.3,71.3,110.4
6,2018-12-15 18:11:00,8.0,0.8,18,11,1,38.0,0,1,110.4,139.6,146.7,108.4,113.1
6,2018-12-15 18:12:00,8.0,0.8,18,12,1,39.0,0,1,113.1,110.4,157.3,151.6,95.4
6,2018-12-15 18:13:00,8.0,0.8,18,13,1,40.0,0,1,95.4,113.1,167.7,119.0,107.7
6,2018-12-15 18:14:00,8.0,0.8,18,14,1,41.0,0,1,107.7,95.4,139.6,151.0,131.5
6,2018-12-15 18:15:00,8.0,0.8,18,15,1,42.0,0,1,131.5,107.7,110.4,182.3,149.3
6,2018-12-15 18:16:00,8.0,0.8,18,16,1,43.0,0,1,149.3,131.5,113.1,146.7,215.0
6,2018-12-15 18:17:00,8.0,0.8,18,17,1,44.0,0,1,215.0,149.3,95.4,157.3,250.4
6,2018-12-15 18:18:00,8.0,0.8,18,18,1,45.0,0,1,250.4,215.0,107.7,167.7,225.8
